,song id,Artist,Track,Genre,Time
167,167,Vitamin C,The Itch,Rock,3:30
168,168,"Eastsidaz, The",G'D Up,Rap,4:27
169,169,Ideal,Whatever,R&B,3:48
170,170,"Thomas, Carl",Emotional,Rock,4:31
171,171,Ginuwine,None Of Ur Friends Business,Rock,4:12
172,172,"Davidson, Clay",Unconditional,Country,3:56
173,173,DMX,What You Want,Rap,4:05
174,174,"John, Elton",Someday Out Of The Blue,Rock,4:41
175,175,Pearl Jam,Nothing As It Seems,Rock,5:20
176,176,Mya,The Best Of Me,Rock,4:12
177,177,"Heatherly, Eric",Flowers On The Wall,Country,3:16
178,178,Eminem,Stan,Rap,5:26
179,179,"McEntire, Reba",I'll Be,Country,4:23
180,180,"Lopez, Jennifer",Feelin' Good,Latin,4:28
181,181,"Urban, Keith",Your Everything,Country,4:10
182,182,TLC,Dear Lie,Rock,4:36
183,183,"Gill, Vince",Feels Like Love,Country,4:13
184,184,"Houston, Whitney",Could I Have This Kiss Forever,Rock,3:54
185,185,Bloodhound Gang,The Bad Touch,R&B,4:20
186,186,"Williams, Robbie",Angels,Rock,3:56
187,187,"Messina, Jo Dee",Because You Love Me,Country,3:50
188,188,"Keith, Toby",Country Comes To Town,Country,3:39
189,189,Beenie Man,Girls Dem Sugar,Reggae,4:17
190,190,"Hill, Faith",Let's Make Love,Rap,4:11
191,191,Kelis,Caught Out There,R&B,4:09
192,192,Jay-Z,Anything,Rap,3:41
193,193,3 Doors Down,Loser,Rock,4:24
194,194,Brooks & Dunn,You'll Always Be Loved By Me,Country,2:58
195,195,"Chesney, Kenny",What I Need To Do,Country,4:05
196,196,"Stone, Angie",No More Rain (In This Cloud),R&B,4:42
197,197,Da Brat,That's What I'm Looking For,Rap,3:44
198,198,SheDaisy,This Woman Needs,Country,3:20
199,199,Papa Roach,Last Resort,Rock,3:19
200,200,"Adams, Yolanda",Open My Heart,Gospel,5:30
201,201,Shyne,Bad Boyz,Rap,4:22
202,202,R.E.M.,The Great Beyond,Rock,4:10
203,203,"Diffie, Joe",It's Always Somethin',Country,2:55
204,204,"McGraw, Tim",Some Things Never Change,Country,3:56
205,205,"Henley, Don",Taking You Home,Rock,4:08
206,206,Eminem,The Way I Am,Rap,4:40
207,207,Nas,You Owe Me,R&B,3:51
208,208,Sister Hazel,Change Your Mind,Rock,4:02
209,209,Puff Daddy,Best Friend,Rap,5:33
210,210,"McBride, Martina",There You Are,Country,3:26
211,211,Usher,Pop Ya Collar,Rock,3:36
212,212,Lil' Kim,No Matter What They Say,Rap,4:12
213,213,LFO,I Don't Wanna Kiss You Goodnight,Rock,5:00
214,214,SheDaisy,Deck The Halls,Country,3:46
215,215,Splender,I Think God Can Explain,R&B,3:55
216,216,"Simpson, Jessica",Where You Are,Rock,3:51
217,217,M2M,Mirror Mirror,Pop,3:19
218,218,Kumbia Kings,U Don't Love Me,R&B,3:50
219,219,Joe,Treat Her Like A Lady,Rock,4:12
220,220,"Blige, Mary J.",Deep Inside,Rock,5:26
221,221,"Price, Kelly",You Should've Told Me,Rock,3:12
222,222,Changing Faces,That Other Woman,Rock,4:00
223,223,"Wright, Chely",It Was,R&B,3:51
224,224,Limp Bizkit,Rollin',Rock,4:04
225,225,Hot Boys,I Need A Hot Girl,Rap,4:16
226,226,Jay-Z,Do It Again (Put Ya Hands Up),Rap,3:47
227,227,"Adkins, Trace",More,Country,3:05
228,228,"Dixie Chicks, The",Cold Day In July,Country,5:12
229,229,"Price, Kelly",As We Lay,Rock,6:20
230,230,DMX,What's My Name,Rap,3:50
231,231,"Martin, Ricky",Private Emotion,Latin,4:02
232,232,Nine Days,If I Am,Rock,4:18
233,233,"Blige, Mary J.",Give Me You,Rock,5:00
234,234,Red Hot Chili Peppers,Californication,Rock,5:21
235,235,Third Eye Blind,Deep Inside Of You,Rock,4:10
236,236,"Brooks, Garth",Do What You Gotta Do,Country,2:56
237,237,"Offspring, The",Original Prankster,Rock,3:42
238,238,"Anthony, Marc",My Baby You,Latin,3:59
239,239,"Houston, Whitney","Same Script, Different Cast",Rock,4:45
240,240,D'Angelo,Left & Right,R&B,4:35
241,241,"Kravitz, Lenny",I Belong To You,Rock,4:17
242,242,"Loveless, Patty",That's The Kind Of Mood I'm In,Country,3:27
243,243,Q-Tip,Breathe And Stop,Rock,4:06
244,244,"Rimes, LeAnn",Can't Fight The Moonlight,Country,3:33
245,245,Lil Wayne,Tha Block Is Hot,Rap,4:13
246,246,2 Pac,Baby Don't Cry (Keep Ya Head Up II),Rap,4:22
247,247,"Wallflowers, The",Sleepwalker,Rock,3:29
248,248,Drama,"Left, Right, Left",Rap,3:37
249,249,Limp Bizkit,N 2 Gether Now,Rock,3:55
250,250,Lox,"Ryde or Die, Chick",Rap,3:56
251,251,Ying Yang Twins,Whistle While You Twurk,Rap,4:19
252,252,"Walker, Clay","Live, Laugh, Love",Country,4:06
253,253,Metallica,No Leaf Clover (Live),Rock,5:43
254,254,Yankee Grey,Another Nine Minutes,Country,3:10
255,255,"Bega, Lou",Tricky Tricky ,Rock,3:23
256,256,Big Punisher,It's So Hard,Rap,3:25
257,257,"Worley, Darryl",When You Need My Love,Country,3:35
258,258,Lil' Kim,How Many Licks?,Rap,3:50
259,259,"Clark, Terri",A Little Gasoline,Country,3:07
260,260,"Brock, Chad",A Country Boy Can Survive,Country,3:54
261,261,"Cagle, Chris",My Love Goes On And On,Country,3:02
262,262,"Byrd, Tracy",Put Your Hand In Mine,Country,4:30
263,263,Metallica,I Disappear,Rock,4:26
264,264,Jay-Z,Hey Papi,Rap,3:40
265,265,Fatboy Slim,The Rockafeller Skank,Electronica,4:00
266,266,"Levert, Gerald",Mr. Too Damn Good,R&B,4:06
267,267,"McKnight, Brian",Stay Or Let It Go,Rock,4:32
268,268,"Allan, Gary",Smoke Rings In The Dark,Country,4:18
269,269,Ginuwine,The Best Man I Can Be,Rock,4:06
270,270,Before Dark,Monica,Rock,4:04
271,271,"Estefan, Gloria",No Me Dejes De Querer,Rock,3:25
272,272,Stone Temple Pilots,Sour Girl,Rock,4:16
273,273,Montgomery Gentry,Daddy Won't Sell The Farm,Country,4:18
274,274,"Cyrus, Billy Ray",You Won't Be Lonely Now,Country,3:45
275,275,Clark Family Experience,Meanwhile Back At The Ranch,Country,2:56
276,276,"Thomas, Carl",Summer Rain,Rock,4:57
277,277,"Yearwood, Trisha",Real Live Woman,Country,3:55
278,278,Trick Daddy,Shut Up,Rap,4:17
279,279,"Moore, Chante",Straight Up,Rock,3:40
280,280,Cam'ron,What Means The World To You,Rap,4:38
281,281,Juvenile,U Understand,Rap,3:51
282,282,"Hollister, Dave",Can't Stay,Rock,6:17
283,283,Tamia,Can't Go For That,Rock,3:38
284,284,LFO,West Side Story,Rock,3:27
285,285,"Paisley, Brad",Me Neither,Country,3:19
286,286,"Carter, Torrey",Take That,Rock,3:43
287,287,2Ge+her,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),R&B,3:15
288,288,Madison Avenue,Don't Call Me Baby,Electronica,3:44
289,289,Eve,Got It All,Rap,3:48
290,290,Limp Bizkit,Re-Arranged,Rock,4:08
291,291,"Spencer, Tracie",Still In My Heart,Rock,4:11
292,292,Nu Flavor,3 Little Words,R&B,3:54
293,293,Tamar,If You Don't Wanna Love Me,Rock,4:02
294,294,"Levert, Gerald",Baby U Are,R&B,4:10
295,295,"Hart, Beth",L.A. Song,Country,3:47
296,296,"Diffie, Joe",The Quittin' Kind,Country,3:23
297,297,Funkmaster Flex,Do You,Rap,4:14
298,298,"Price, Kelly",Love Sets You Free,Rock,3:46
299,299,En Vogue,Riddle,Rock,5:10
300,300,"Herndon, Ty",No Mercy,Country,4:43
301,301,Anastacia,I'm Outta Love,Pop,4:01
302,302,Trina,Pull Over,Rap,2:58
303,303,Lil' Mo,Ta Da,Rap,4:17
304,304,A*Teens,Dancing Queen,Pop,3:44
305,305,"Sheist, Shade",Where I Wanna Be,Rap,4:16
306,306,De La Soul,All Good?,Rap,5:02
307,307,"Larrieux, Amel",Get Up,R&B,4:02
308,308,"Braxton, Toni",Spanish Guitar,Rock,4:24
309,309,Tuesday,I Know,Rock,4:06
310,310,LL Cool J,Imagine That,Rap,4:00
311,311,Master P,Souljas,Rap,3:33
312,312,Ghostface Killah,Cherchez LaGhost,R&B,3:04
313,313,"Smith, Will",Freakin' It,Rap,3:58
314,314,Zombie Nation,Kernkraft 400,Rock,3:30
315,315,"Eastsidaz, The",Got Beef,Rap,3:58
316,316,Fragma,Toca's Miracle,R&B,3:22
